mA,V,time
580.6,4.464,1579039070.3183482
579.8000000000001,4.464,1579039070.3838575
579.0,4.464,1579039070.4495618
581.5,4.464,1579039070.5160499
579.0,4.464,1579039070.58162
580.5,4.464,1579039070.6471465
580.1,4.464,1579039070.7129083
578.7,4.464,1579039070.7783804
581.2,4.464,1579039070.844941
579.0,4.464,1579039070.9105387
580.3000000000001,4.464,1579039070.9761744
580.5,4.464,1579039071.0416718
578.8000000000001,4.464,1579039071.1073558
581.4,4.464,1579039071.1738536
579.4,4.464,1579039071.2395353
579.9,4.464,1579039071.305105
580.7,4.464,1579039071.3705428
578.4,4.464,1579039071.436027
581.1,4.464,1579039071.5021687
579.5,4.464,1579039071.5685852
579.6,4.464,1579039071.6339087
581.8000000000001,4.464,1579039071.6994147
578.8000000000001,4.464,1579039071.7652214
581.0,4.464,1579039071.8306293
580.1,4.464,1579039071.897119
579.3000000000001,4.464,1579039071.9626737
581.6,4.464,1579039072.0284796
578.5,4.464,1579039072.0938134
580.5,4.464,1579039072.1605372
580.2,4.464,1579039072.2260413
579.0,4.464,1579039072.2919285
581.4,4.464,1579039072.3574038
579.1,4.464,1579039072.422725
580.5,4.464,1579039072.4894297
580.4,4.464,1579039072.5552175
578.8000000000001,4.464,1579039072.6205041
581.5,4.464,1579039072.6860688
579.6,4.464,1579039072.7515738
579.9,4.464,1579039072.8183637
580.6,4.464,1579039072.8838832
578.5,4.464,1579039072.949436
581.2,4.464,1579039073.0149314
579.3000000000001,4.464,1579039073.080864
579.6,4.464,1579039073.147182
581.0,4.464,1579039073.2127252
578.3000000000001,4.464,1579039073.2784028
580.8000000000001,4.464,1579039073.3441474
579.9,4.464,1579039073.409536
579.3000000000001,4.464,1579039073.4750216
581.3000000000001,4.464,1579039073.5416534
578.5,4.464,1579039073.6075246
580.5,4.464,1579039073.6727226
580.0,4.464,1579039073.7383418
579.3000000000001,4.464,1579039073.8050225
581.5,4.464,1579039073.8706486
578.8000000000001,4.464,1579039073.9360232
580.6,4.464,1579039074.0015833
580.5,4.464,1579039074.0671751
578.9,4.464,1579039074.1331813
581.2,4.464,1579039074.1994977
579.3000000000001,4.464,1579039074.2649162
580.5,4.464,1579039074.3305497
580.7,4.464,1579039074.3962097
578.5,4.464,1579039074.4617307
581.2,4.464,1579039074.52836
579.4,4.464,1579039074.593884
579.7,4.464,1579039074.6596274
580.8000000000001,4.464,1579039074.724962
578.7,4.464,1579039074.7916405
581.1,4.464,1579039074.857146
579.8000000000001,4.464,1579039074.9228172
579.7,4.464,1579039074.9883597
581.0,4.464,1579039075.0538566
578.3000000000001,4.464,1579039075.1205666
580.6,4.464,1579039075.186198
580.2,4.464,1579039075.2516425
579.2,4.464,1579039075.3171873
581.4,4.464,1579039075.3828316
579.1,4.464,1579039075.44872
580.6,4.464,1579039075.5150661
580.5,4.464,1579039075.5805979
578.8000000000001,4.464,1579039075.6461108
581.3000000000001,4.464,1579039075.7119143
578.8000000000001,4.464,1579039075.7783852
580.4,4.464,1579039075.8438492
580.6,4.464,1579039075.909391
578.9,4.464,1579039075.9751124
581.7,4.464,1579039076.0406177
579.4,4.464,1579039076.1071646
579.9,4.464,1579039076.1727173
580.8000000000001,4.464,1579039076.2384603
578.7,4.464,1579039076.3038096
581.1,4.464,1579039076.369433
579.8000000000001,4.464,1579039076.4360523
579.7,4.464,1579039076.5017939
581.2,4.464,1579039076.5671778
578.8000000000001,4.464,1579039076.632787
581.2,4.464,1579039076.6983533
579.6,4.464,1579039076.7642016
579.2,4.464,1579039076.8297408
581.8000000000001,4.464,1579039076.896302
578.5,4.464,1579039076.9616992
580.3000000000001,4.464,1579039077.027422
580.1,4.464,1579039077.0938513
579.2,4.464,1579039077.1593714
581.2,4.464,1579039077.2249439
579.0,4.464,1579039077.2907102
580.1,4.464,1579039077.356091
580.2,4.464,1579039077.4227371
578.8000000000001,4.464,1579039077.4883208
581.7,4.464,1579039077.5541961
579.3000000000001,4.464,1579039077.619456
580.0,4.464,1579039077.6848986
580.6,4.464,1579039077.7516541
578.6,4.464,1579039077.8174303
581.4,4.464,1579039077.882709
579.5,4.464,1579039077.9483118
579.6,4.464,1579039078.0138004
580.8000000000001,4.464,1579039078.0796623
591.7,4.464,1579039078.1461067
581.0,4.464,1579039078.211592
580.1,4.464,1579039078.2771714
579.2,4.464,1579039078.3429134
581.1,4.464,1579039078.4094248
578.5,4.464,1579039078.4749203
580.4,4.464,1579039078.540521
579.9,4.464,1579039078.6062357
579.0,4.464,1579039078.671626
581.2,4.464,1579039078.7383468
578.5,4.464,1579039078.803873
580.3000000000001,4.464,1579039078.8695278
580.1,4.464,1579039078.9349287
579.2,4.464,1579039079.0005183
